Driver,Team,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,LapNumber,AirTemp,TrackTemp,Humidity,WindSpeed,Year,LapTimeSeconds,S1Seconds,S2Seconds,S3Seconds,TeamTier
VER,Red Bull Racing,0 days 00:01:06.097000,0 days 00:00:16.739000,0 days 00:00:29.389000,0 days 00:00:19.969000,SOFT,2.0,314.0,243.0,284.0,319.0,True,2.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.097,16.739,29.389,19.969,1.0
VER,Red Bull Racing,0 days 00:01:05.852000,0 days 00:00:16.543000,0 days 00:00:29.356000,0 days 00:00:19.953000,SOFT,5.0,316.0,242.0,283.0,316.0,True,5.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.852,16.543,29.356,19.953,1.0
VER,Red Bull Racing,0 days 00:01:05.568000,0 days 00:00:16.582000,0 days 00:00:29.115000,0 days 00:00:19.871000,SOFT,2.0,315.0,245.0,282.0,317.0,True,8.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.568,16.582,29.115,19.871,1.0
VER,Red Bull Racing,0 days 00:01:05.374000,0 days 00:00:16.595000,0 days 00:00:29.039000,0 days 00:00:19.740000,SOFT,2.0,316.0,243.0,283.0,316.0,True,11.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.374,16.595,29.039,19.74,1.0
VER,Red Bull Racing,0 days 00:01:05.092000,0 days 00:00:16.421000,0 days 00:00:28.903000,0 days 00:00:19.768000,SOFT,2.0,316.0,248.0,284.0,319.0,True,14.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.092,16.421,28.903,19.768,1.0
VER,Red Bull Racing,0 days 00:01:04.984000,0 days 00:00:16.478000,0 days 00:00:28.959000,0 days 00:00:19.547000,SOFT,2.0,316.0,247.0,285.0,316.0,True,17.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,64.984,16.478,28.959,19.547,1.0
PER,Red Bull Racing,0 days 00:01:06.806000,0 days 00:00:16.906000,0 days 00:00:29.607000,0 days 00:00:20.293000,SOFT,2.0,311.0,240.0,282.0,316.0,True,2.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.806,16.906,29.607,20.293,1.0
PER,Red Bull Racing,0 days 00:01:06.143000,0 days 00:00:16.667000,0 days 00:00:29.332000,0 days 00:00:20.144000,SOFT,5.0,314.0,243.0,282.0,318.0,True,5.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.143,16.667,29.332,20.144,1.0
PER,Red Bull Racing,0 days 00:01:06.509000,0 days 00:00:16.707000,0 days 00:00:29.659000,0 days 00:00:20.143000,SOFT,8.0,312.0,241.0,285.0,319.0,False,8.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.509,16.707,29.659,20.143,1.0
PER,Red Bull Racing,0 days 00:01:06.458000,0 days 00:00:16.637000,0 days 00:00:29.792000,0 days 00:00:20.029000,SOFT,2.0,316.0,239.0,281.0,320.0,True,11.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.458,16.637,29.792,20.029,1.0
PER,Red Bull Racing,0 days 00:01:06.273000,0 days 00:00:16.734000,0 days 00:00:29.449000,0 days 00:00:20.090000,SOFT,5.0,314.0,236.0,281.0,315.0,True,14.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.273,16.734,29.449,20.09,1.0
PER,Red Bull Racing,0 days 00:01:05.805000,0 days 00:00:16.596000,0 days 00:00:29.318000,0 days 00:00:19.891000,SOFT,2.0,318.0,239.0,283.0,318.0,True,17.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.805,16.596,29.318,19.891,1.0
PER,Red Bull Racing,0 days 00:01:05.404000,0 days 00:00:16.455000,0 days 00:00:29.113000,0 days 00:00:19.836000,SOFT,2.0,318.0,249.0,282.0,320.0,True,20.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.404,16.455,29.113,19.836,1.0
PER,Red Bull Racing,0 days 00:01:05.505000,0 days 00:00:16.540000,0 days 00:00:29.156000,0 days 00:00:19.809000,SOFT,2.0,317.0,240.0,285.0,317.0,False,23.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.505,16.54,29.156,19.809,1.0
ALO,Alpine,0 days 00:01:06.716000,0 days 00:00:16.770000,0 days 00:00:29.596000,0 days 00:00:20.350000,SOFT,2.0,307.0,244.0,282.0,314.0,True,2.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.716,16.77,29.596,20.35,6.0
ALO,Alpine,0 days 00:01:06.199000,0 days 00:00:16.762000,0 days 00:00:29.340000,0 days 00:00:20.097000,SOFT,4.0,310.0,245.0,283.0,316.0,True,4.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.199,16.762,29.34,20.097,6.0
ALO,Alpine,0 days 00:01:06.016000,0 days 00:00:16.704000,0 days 00:00:29.243000,0 days 00:00:20.069000,SOFT,2.0,311.0,245.0,283.0,318.0,True,7.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.016,16.704,29.243,20.069,6.0
ALO,Alpine,0 days 00:01:06.082000,0 days 00:00:16.696000,0 days 00:00:29.383000,0 days 00:00:20.003000,SOFT,2.0,310.0,247.0,280.0,313.0,True,10.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.082,16.696,29.383,20.003,6.0
ALO,Alpine,0 days 00:01:06.100000,0 days 00:00:16.674000,0 days 00:00:29.425000,0 days 00:00:20.001000,SOFT,2.0,315.0,241.0,282.0,314.0,False,13.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.1,16.674,29.425,20.001,6.0
ALO,Alpine,0 days 00:01:06.103000,0 days 00:00:16.783000,0 days 00:00:29.261000,0 days 00:00:20.059000,SOFT,2.0,309.0,247.0,280.0,313.0,True,18.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.103,16.783,29.261,20.059,6.0
ALO,Alpine,0 days 00:01:06.229000,0 days 00:00:16.777000,0 days 00:00:29.360000,0 days 00:00:20.092000,SOFT,4.0,311.0,244.0,276.0,314.0,False,21.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.229,16.777,29.36,20.092,6.0
LEC,Ferrari,0 days 00:01:06.762000,0 days 00:00:16.923000,0 days 00:00:29.691000,0 days 00:00:20.148000,SOFT,8.0,309.0,246.0,283.0,313.0,True,2.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.762,16.923,29.691,20.148,2.0
LEC,Ferrari,0 days 00:01:06.200000,0 days 00:00:16.789000,0 days 00:00:29.445000,0 days 00:00:19.966000,SOFT,10.0,309.0,245.0,283.0,314.0,True,4.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.2,16.789,29.445,19.966,2.0
LEC,Ferrari,0 days 00:01:05.419000,0 days 00:00:16.698000,0 days 00:00:29.069000,0 days 00:00:19.652000,SOFT,2.0,315.0,245.0,285.0,316.0,True,7.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.419,16.698,29.069,19.652,2.0
LEC,Ferrari,0 days 00:01:05.774000,0 days 00:00:16.745000,0 days 00:00:29.185000,0 days 00:00:19.844000,SOFT,5.0,312.0,249.0,280.0,316.0,True,10.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.774,16.745,29.185,19.844,2.0
LEC,Ferrari,0 days 00:01:06.499000,0 days 00:00:16.779000,0 days 00:00:29.322000,0 days 00:00:20.398000,SOFT,7.0,311.0,246.0,281.0,316.0,False,12.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.499,16.779,29.322,20.398,2.0
LEC,Ferrari,0 days 00:01:05.287000,0 days 00:00:16.611000,0 days 00:00:28.991000,0 days 00:00:19.685000,SOFT,2.0,312.0,245.0,285.0,313.0,True,15.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.287,16.611,28.991,19.685,2.0
LEC,Ferrari,0 days 00:01:05.496000,0 days 00:00:16.628000,0 days 00:00:29.212000,0 days 00:00:19.656000,SOFT,4.0,314.0,245.0,282.0,314.0,False,17.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.496,16.628,29.212,19.656,2.0
LEC,Ferrari,0 days 00:01:05.183000,0 days 00:00:16.704000,0 days 00:00:28.880000,0 days 00:00:19.599000,SOFT,2.0,313.0,252.0,283.0,318.0,True,20.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.183,16.704,28.88,19.599,2.0
LEC,Ferrari,0 days 00:01:05.013000,0 days 00:00:16.548000,0 days 00:00:28.920000,0 days 00:00:19.545000,SOFT,3.0,313.0,249.0,283.0,315.0,True,24.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.013,16.548,28.92,19.545,2.0
MAG,Haas F1 Team,0 days 00:01:06.651000,0 days 00:00:16.773000,0 days 00:00:29.567000,0 days 00:00:20.311000,SOFT,2.0,311.0,243.0,285.0,317.0,True,2.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.651,16.773,29.567,20.311,10.0
MAG,Haas F1 Team,0 days 00:01:06.388000,0 days 00:00:16.707000,0 days 00:00:29.476000,0 days 00:00:20.205000,SOFT,5.0,313.0,239.0,282.0,319.0,True,5.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.388,16.707,29.476,20.205,10.0
MAG,Haas F1 Team,0 days 00:01:06.366000,0 days 00:00:16.862000,0 days 00:00:29.303000,0 days 00:00:20.201000,SOFT,2.0,314.0,243.0,281.0,319.0,True,8.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.366,16.862,29.303,20.201,10.0
MAG,Haas F1 Team,0 days 00:01:06.153000,0 days 00:00:16.690000,0 days 00:00:29.317000,0 days 00:00:20.146000,SOFT,2.0,315.0,244.0,280.0,316.0,True,11.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.153,16.69,29.317,20.146,10.0
MAG,Haas F1 Team,0 days 00:01:05.894000,0 days 00:00:16.566000,0 days 00:00:29.152000,0 days 00:00:20.176000,SOFT,2.0,316.0,245.0,279.0,315.0,True,14.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.894,16.566,29.152,20.176,10.0
MAG,Haas F1 Team,0 days 00:01:06.424000,0 days 00:00:16.678000,0 days 00:00:29.617000,0 days 00:00:20.129000,SOFT,5.0,313.0,243.0,284.0,319.0,True,17.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.424,16.678,29.617,20.129,10.0
MAG,Haas F1 Team,0 days 00:01:05.879000,0 days 00:00:16.737000,0 days 00:00:29.133000,0 days 00:00:20.009000,SOFT,3.0,312.0,245.0,280.0,314.0,True,21.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.879,16.737,29.133,20.009,10.0
OCO,Alpine,0 days 00:01:07.298000,0 days 00:00:16.994000,0 days 00:00:29.848000,0 days 00:00:20.456000,SOFT,2.0,305.0,243.0,282.0,312.0,True,2.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,67.298,16.994,29.848,20.456,6.0
OCO,Alpine,0 days 00:01:06.595000,0 days 00:00:16.847000,0 days 00:00:29.483000,0 days 00:00:20.265000,SOFT,4.0,308.0,243.0,279.0,314.0,True,4.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.595,16.847,29.483,20.265,6.0
OCO,Alpine,0 days 00:01:06.548000,0 days 00:00:16.892000,0 days 00:00:29.450000,0 days 00:00:20.206000,SOFT,2.0,308.0,244.0,281.0,311.0,True,7.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.548,16.892,29.45,20.206,6.0
OCO,Alpine,0 days 00:01:06.468000,0 days 00:00:16.813000,0 days 00:00:29.395000,0 days 00:00:20.260000,SOFT,4.0,308.0,244.0,282.0,313.0,True,9.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.468,16.813,29.395,20.26,6.0
OCO,Alpine,0 days 00:01:06.488000,0 days 00:00:16.873000,0 days 00:00:29.455000,0 days 00:00:20.160000,SOFT,2.0,307.0,246.0,278.0,313.0,True,12.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.488,16.873,29.455,20.16,6.0
OCO,Alpine,0 days 00:01:06.276000,0 days 00:00:16.811000,0 days 00:00:29.320000,0 days 00:00:20.145000,SOFT,4.0,309.0,244.0,281.0,316.0,True,14.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.276,16.811,29.32,20.145,6.0
OCO,Alpine,0 days 00:01:05.993000,0 days 00:00:16.727000,0 days 00:00:29.238000,0 days 00:00:20.028000,SOFT,2.0,308.0,246.0,281.0,310.0,True,17.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.993,16.727,29.238,20.028,6.0
OCO,Alpine,0 days 00:01:06.524000,0 days 00:00:16.778000,0 days 00:00:29.458000,0 days 00:00:20.288000,SOFT,4.0,312.0,241.0,280.0,313.0,False,19.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.524,16.778,29.458,20.288,6.0
OCO,Alpine,0 days 00:01:05.779000,0 days 00:00:16.680000,0 days 00:00:29.154000,0 days 00:00:19.945000,SOFT,2.0,308.0,247.0,284.0,313.0,True,22.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.779,16.68,29.154,19.945,6.0
OCO,Alpine,0 days 00:01:05.726000,0 days 00:00:16.664000,0 days 00:00:29.188000,0 days 00:00:19.874000,SOFT,3.0,311.0,248.0,282.0,313.0,True,26.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.726,16.664,29.188,19.874,6.0
HAM,Mercedes,0 days 00:01:06.079000,0 days 00:00:16.633000,0 days 00:00:29.436000,0 days 00:00:20.010000,SOFT,4.0,311.0,243.0,280.0,316.0,True,4.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.079,16.633,29.436,20.01,3.0
HAM,Mercedes,0 days 00:01:06.080000,0 days 00:00:16.766000,0 days 00:00:29.412000,0 days 00:00:19.902000,SOFT,7.0,308.0,245.0,279.0,319.0,False,7.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.08,16.766,29.412,19.902,3.0
HAM,Mercedes,0 days 00:01:05.538000,0 days 00:00:16.601000,0 days 00:00:29.222000,0 days 00:00:19.715000,SOFT,2.0,309.0,248.0,280.0,315.0,True,10.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.538,16.601,29.222,19.715,3.0
HAM,Mercedes,0 days 00:01:05.475000,0 days 00:00:16.502000,0 days 00:00:29.213000,0 days 00:00:19.760000,SOFT,4.0,312.0,245.0,278.0,314.0,True,12.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.475,16.502,29.213,19.76,3.0
HAM,Mercedes,0 days 00:01:05.567000,0 days 00:00:16.486000,0 days 00:00:29.252000,0 days 00:00:19.829000,SOFT,2.0,311.0,246.0,280.0,313.0,False,15.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.567,16.486,29.252,19.829,3.0
MSC,Haas F1 Team,0 days 00:01:06.503000,0 days 00:00:16.733000,0 days 00:00:29.437000,0 days 00:00:20.333000,SOFT,2.0,311.0,242.0,285.0,317.0,True,2.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.503,16.733,29.437,20.333,10.0
MSC,Haas F1 Team,0 days 00:01:06.405000,0 days 00:00:16.677000,0 days 00:00:29.444000,0 days 00:00:20.284000,SOFT,5.0,313.0,242.0,282.0,318.0,True,5.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.405,16.677,29.444,20.284,10.0
MSC,Haas F1 Team,0 days 00:01:06.563000,0 days 00:00:16.661000,0 days 00:00:29.651000,0 days 00:00:20.251000,SOFT,2.0,314.0,242.0,282.0,319.0,False,8.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.563,16.661,29.651,20.251,10.0
MSC,Haas F1 Team,0 days 00:01:06.151000,0 days 00:00:16.747000,0 days 00:00:29.295000,0 days 00:00:20.109000,SOFT,2.0,315.0,245.0,278.0,315.0,True,11.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.151,16.747,29.295,20.109,10.0
MSC,Haas F1 Team,0 days 00:01:06.210000,0 days 00:00:16.625000,0 days 00:00:29.437000,0 days 00:00:20.148000,SOFT,2.0,316.0,237.0,283.0,315.0,False,14.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.21,16.625,29.437,20.148,10.0
MSC,Haas F1 Team,0 days 00:01:06.662000,0 days 00:00:16.670000,0 days 00:00:29.416000,0 days 00:00:20.576000,SOFT,5.0,314.0,246.0,277.0,318.0,True,17.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.662,16.67,29.416,20.576,10.0
MSC,Haas F1 Team,0 days 00:01:06.011000,0 days 00:00:16.686000,0 days 00:00:29.091000,0 days 00:00:20.234000,SOFT,3.0,315.0,237.0,280.0,316.0,True,21.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.011,16.686,29.091,20.234,10.0
SAI,Ferrari,0 days 00:01:06.363000,0 days 00:00:16.737000,0 days 00:00:29.473000,0 days 00:00:20.153000,SOFT,6.0,311.0,249.0,281.0,315.0,True,2.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.363,16.737,29.473,20.153,2.0
SAI,Ferrari,0 days 00:01:06.397000,0 days 00:00:16.676000,0 days 00:00:29.459000,0 days 00:00:20.262000,SOFT,8.0,313.0,246.0,279.0,316.0,True,4.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.397,16.676,29.459,20.262,2.0
SAI,Ferrari,0 days 00:01:05.660000,0 days 00:00:16.596000,0 days 00:00:29.162000,0 days 00:00:19.902000,SOFT,2.0,317.0,245.0,281.0,317.0,True,7.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.66,16.596,29.162,19.902,2.0
SAI,Ferrari,0 days 00:01:05.923000,0 days 00:00:16.640000,0 days 00:00:29.161000,0 days 00:00:20.122000,SOFT,5.0,313.0,248.0,277.0,317.0,True,10.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.923,16.64,29.161,20.122,2.0
SAI,Ferrari,0 days 00:01:06.032000,0 days 00:00:16.761000,0 days 00:00:29.263000,0 days 00:00:20.008000,SOFT,7.0,314.0,245.0,281.0,317.0,False,12.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,66.032,16.761,29.263,20.008,2.0
SAI,Ferrari,0 days 00:01:05.576000,0 days 00:00:16.650000,0 days 00:00:28.994000,0 days 00:00:19.932000,SOFT,2.0,311.0,248.0,280.0,313.0,True,15.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.576,16.65,28.994,19.932,2.0
SAI,Ferrari,0 days 00:01:05.960000,0 days 00:00:16.659000,0 days 00:00:29.306000,0 days 00:00:19.995000,SOFT,4.0,316.0,235.0,280.0,317.0,False,17.0,19.0010101010101,35.94949494949495,34.43434343434343,1.5080808080808081,2022,65.96,16.659,29.306,19.995,2.0
